"strategy","wins","draws","losses","score","points"
"1, 27, 2, 23, 3, 15, 7, 10, 12",14623,1399,15073,15322.5,0
"15, 10, 15, 10, 0, 10, 15, 10, 15",14262,2113,14720,15318.5,0
"15, 10, 15, 10, 0, 10, 15, 10, 15",14262,2113,14720,15318.5,0
"16, 11, 14, 11, 9, 10, 10, 14, 5",14264,2106,14725,15317,0
"15, 8, 8, 17, 14, 6, 9, 7, 16",15020,578,15497,15309,0
"12, 10, 10, 10, 12, 12, 12, 10, 12",14003,2606,14486,15306,0
"14, 10, 10, 20, 1, 7, 6, 11, 21",14414,1783,14898,15305.5,0
"5, 10, 20, 10, 5, 10, 5, 15, 20",14333,1943,14819,15304.5,0
"5, 11, 9, 8, 6, 24, 13, 22, 2",14688,1229,15178,15302.5,0
"11, 11, 11, 11, 11, 11, 11, 13, 10",13273,4053,13769,15299.5,0
"12, 10, 10, 12, 12, 12, 10, 10, 12",14001,2590,14504,15296,0
"1, 1, 2, 10, 20, 1, 20, 25, 20",14150,2282,14663,15291,0
"11, 10, 12, 11, 13, 11, 11, 10, 11",13526,3524,14045,15288,0
"21, 1, 21, 12, 30, 12, 1, 1, 1",14379,1818,14898,15288,0
"8, 9, 10, 10, 11, 12, 13, 14, 13",14446,1683,14966,15287.5,0
"12, 11, 10, 21, 12, 5, 10, 11, 8",13973,2627,14495,15286.5,0
"2, 2, 2, 26, 26, 26, 2, 12, 2",14606,1360,15129,15286,0
"20, 15, 15, 10, 15, 10, 8, 1, 6",14404,1763,14928,15285.5,0
"6, 21, 11, 3, 17, 8, 9, 17, 8",14728,1110,15257,15283,0
"2, 11, 9, 25, 20, 10, 15, 5, 3",14264,2037,14794,15282.5,0
"15, 10, 14, 9, 13, 8, 12, 8, 11",14512,1539,15044,15281.5,0
"12, 10, 10, 10, 12, 12, 10, 12, 12",13961,2638,14496,15280,0
"8, 8, 9, 10, 11, 12, 13, 14, 15",14540,1478,15077,15279,0
"20, 21, 23, 14, 12, 10, 0, 0, 0",14345,1860,14890,15275,0
"0, 6, 14, 11, 22, 14, 10, 23, 0",14447,1649,14999,15271.5,0
"10, 18, 28, 1, 1, 1, 1, 18, 22",14632,1270,15193,15267,0
"8, 7, 8, 10, 15, 8, 16, 12, 16",14739,1055,15301,15266.5,0
"3, 10, 30, 1, 0, 20, 20, 1, 15",14335,1862,14898,15266,0
"5, 15, 5, 20, 10, 5, 10, 20, 10",14366,1791,14938,15261.5,0
"31, 21, 16, 13, 12, 2, 2, 2, 1",14476,1571,15048,15261.5,0
"0, 0, 16, 23, 31, 12, 3, 13, 2",14534,1454,15107,15261,0
"20, 4, 10, 20, 3, 10, 20, 3, 10",14265,1987,14843,15258.5,0
"20, 5, 10, 5, 20, 5, 20, 5, 10",14258,1998,14839,15257,0
"2, 20, 2, 30, 10, 2, 20, 2, 12",14352,1810,14933,15257,0
"10, 10, 2, 7, 17, 22, 6, 20, 6",14670,1170,15255,15255,0
"10, 10, 0, 15, 5, 15, 0, 20, 25",14419,1669,15007,15253.5,0
"20, 10, 3, 3, 21, 10, 22, 2, 9",14538,1431,15126,15253.5,0
"8, 25, 6, 6, 9, 16, 16, 3, 11",14749,1000,15346,15249,0
"11, 10, 11, 13, 11, 11, 11, 11, 11",13232,4016,13847,15240,0
"5, 25, 5, 15, 5, 25, 5, 5, 10",14703,1067,15325,15236.5,0
"14, 9, 14, 10, 6, 10, 14, 9, 14",14701,1064,15330,15233,0
"1, 3, 5, 8, 10, 13, 15, 20, 25",14537,1389,15169,15231.5,0
"0, 30, 20, 18, 20, 3, 3, 3, 3",14440,1576,15079,15228,0
"0, 20, 20, 0, 20, 20, 0, 10, 10",14031,2391,14673,15226.5,0
"10, 11, 12, 13, 11, 10, 10, 11, 12",13733,2984,14378,15225,0
"19, 13, 12, 8, 9, 6, 17, 8, 8",14871,692,15532,15217,0
"26, 16, 26, 11, 15, 2, 1, 1, 2",14353,1716,15026,15211,0
"14, 13, 10, 10, 10, 10, 6, 13, 14",14440,1536,15119,15208,0
"0, 10, 0, 20, 0, 20, 10, 20, 20",14040,2333,14722,15206.5,0
"1, 23, 1, 24, 1, 24, 1, 1, 24",14557,1290,15248,15202,0
"11, 12, 11, 10, 11, 10, 12, 10, 13",13727,2950,14418,15202,0
"11, 10, 20, 10, 20, 17, 1, 1, 10",13878,2633,14584,15194.5,0
"20, 20, 20, 10, 15, 0, 10, 0, 5",14136,2116,14843,15194,0
"1, 1, 1, 1, 1, 23, 24, 24, 24",14563,1261,15271,15193.5,0
"14, 6, 9, 14, 19, 9, 14, 6, 9",14922,537,15636,15190.5,0
"12, 10, 12, 10, 13, 10, 11, 10, 12",13885,2597,14613,15183.5,0
"1, 24, 1, 24, 1, 24, 1, 23, 1",14514,1330,15251,15179,0
"14, 7, 7, 6, 23, 4, 11, 3, 25",14697,957,15441,15175.5,0
"0, 10, 20, 20, 0, 10, 0, 20, 20",14000,2348,14747,15174,0
"13, 12, 11, 12, 12, 10, 10, 10, 10",13823,2694,14578,15170,0
"0, 11, 11, 11, 23, 11, 11, 11, 11",13113,4106,13876,15166,0
"15, 15, 15, 25, 10, 1, 9, 1, 9",14484,1361,15250,15164.5,0
"9, 12, 14, 10, 11, 12, 10, 10, 12",14071,2183,14841,15162.5,0
"0, 20, 5, 15, 10, 10, 15, 10, 15",14180,1958,14957,15159,0
"9, 10, 11, 10, 11, 12, 11, 12, 14",13763,2787,14545,15156.5,0
"12, 1, 10, 12, 12, 30, 5, 12, 6",14222,1865,15008,15154.5,0
"1, 24, 1, 1, 1, 23, 1, 24, 24",14535,1233,15327,15151.5,0
"10, 23, 0, 15, 5, 0, 24, 23, 0",14540,1223,15332,15151.5,0
"24, 10, 15, 10, 6, 20, 5, 5, 5",14416,1471,15208,15151.5,0
"2, 27, 25, 23, 4, 5, 7, 4, 3",14768,766,15561,15151,0
"21, 0, 0, 10, 21, 21, 0, 25, 2",14380,1539,15176,15149.5,0
"15, 15, 15, 15, 10, 9, 10, 10, 1",14202,1885,15008,15144.5,0
"26, 23, 23, 23, 1, 1, 1, 1, 1",14488,1312,15295,15144,0
"5, 10, 15, 10, 20, 10, 15, 10, 5",14058,2169,14868,15142.5,0
"12, 21, 32, 5, 11, 12, 2, 2, 3",14325,1633,15137,15141.5,0
"20, 20, 20, 0, 20, 0, 10, 0, 10",13935,2409,14751,15139.5,0
"1, 1, 1, 1, 23, 25, 23, 24, 1",14446,1383,15266,15137.5,0
"15, 10, 5, 5, 20, 20, 10, 5, 10",14106,2060,14929,15136,0
"14, 12, 11, 12, 11, 10, 11, 10, 9",13804,2663,14628,15135.5,0
"20, 20, 5, 10, 20, 5, 5, 5, 10",14143,1984,14968,15135,0
"10, 12, 10, 13, 10, 13, 10, 12, 10",14078,2113,14904,15134.5,0
"10, 1, 12, 6, 5, 30, 18, 12, 6",14497,1275,15323,15134.5,0
"1, 1, 1, 1, 2, 20, 25, 25, 24",14391,1484,15220,15133,0
"10, 11, 10, 11, 10, 13, 13, 10, 12",13767,2728,14600,15131,0
"21, 31, 21, 21, 1, 1, 1, 2, 1",14389,1469,15237,15123.5,0
"9, 14, 9, 14, 8, 14, 9, 14, 9",14855,534,15706,15122,0
"7, 5, 5, 20, 20, 10, 8, 8, 17",14434,1372,15289,15120,0
"10, 15, 10, 20, 10, 5, 15, 5, 10",14159,1913,15023,15115.5,0
"15, 15, 20, 10, 5, 5, 10, 10, 10",14121,1980,14994,15111,0
"1, 1, 32, 21, 1, 21, 1, 15, 7",14387,1445,15263,15109.5,0
"23, 1, 1, 1, 1, 24, 24, 24, 1",14493,1223,15379,15104.5,0
"4, 4, 4, 4, 4, 28, 22, 4, 26",14882,443,15770,15103.5,0
"9, 14, 13, 10, 10, 12, 12, 10, 10",14159,1875,15061,15096.5,0
"15, 12, 30, 8, 11, 6, 1, 14, 3",14436,1319,15340,15095.5,0
"1, 1, 24, 24, 0, 24, 24, 1, 1",14371,1442,15282,15092,0
"12, 11, 9, 11, 11, 10, 12, 10, 14",13751,2676,14668,15089,0
"20, 5, 20, 10, 0, 10, 20, 5, 10",14002,2172,14921,15088,0
"9, 11, 10, 8, 14, 8, 11, 16, 13",14174,1824,15097,15086,0
"20, 10, 10, 25, 1, 5, 4, 20, 5",14285,1592,15218,15081,0
"7, 7, 6, 23, 13, 7, 8, 23, 6",14880,388,15827,15074,0
"6, 11, 21, 9, 11, 11, 14, 9, 8",14151,1845,15099,15073.5,0
"20, 5, 10, 5, 20, 5, 10, 5, 20",14054,2037,15004,15072.5,0
"10, 20, 17, 15, 10, 10, 6, 8, 4",14318,1504,15273,15070,0
"21, 2, 1, 29, 2, 16, 1, 26, 2",14416,1303,15376,15067.5,0
"10, 27, 5, 5, 5, 5, 3, 20, 20",14396,1338,15361,15065,0
"4, 8, 15, 16, 23, 10, 8, 8, 8",14619,889,15587,15063.5,0
"11, 5, 11, 21, 11, 21, 10, 0, 10",13731,2664,14700,15063,0
"23, 24, 1, 1, 1, 24, 1, 24, 1",14465,1195,15435,15062.5,0
"20, 0, 20, 10, 0, 10, 20, 0, 20",13852,2415,14828,15059.5,0
"24, 24, 1, 1, 1, 24, 1, 23, 1",14455,1206,15434,15058,0
"0, 15, 0, 15, 0, 20, 30, 0, 20",14125,1863,15107,15056.5,0
"15, 15, 15, 15, 10, 10, 10, 10, 0",14024,2055,15016,15051.5,0
"24, 1, 1, 1, 24, 23, 24, 1, 1",14392,1318,15385,15051,0
"9, 11, 15, 25, 8, 12, 9, 7, 4",14409,1278,15408,15048,0
"15, 20, 5, 10, 25, 5, 10, 6, 4",14315,1462,15318,15046,0
"15, 3, 15, 10, 30, 12, 3, 10, 2",14149,1792,15154,15045,0
"24, 20, 25, 1, 1, 2, 1, 25, 1",14346,1395,15354,15043.5,0
"16, 1, 11, 12, 18, 31, 1, 5, 5",14184,1718,15193,15043,0
"1, 1, 8, 16, 17, 25, 27, 2, 3",14462,1159,15474,15041.5,0
"12, 9, 13, 9, 11, 9, 14, 9, 14",14489,1103,15503,15040.5,0
"0, 0, 7, 11, 11, 11, 20, 20, 20",13635,2806,14654,15038,0
"1, 30, 0, 15, 20, 16, 3, 10, 5",14136,1800,15159,15036,0
"10, 5, 10, 15, 20, 15, 10, 5, 10",13956,2156,14983,15034,0
"10, 13, 10, 9, 13, 13, 10, 9, 13",14307,1452,15336,15033,0
"11, 2, 21, 1, 21, 1, 11, 1, 31",13921,2212,14962,15027,0
"10, 5, 5, 20, 10, 10, 15, 10, 15",14094,1866,15135,15027,0
"4, 1, 28, 10, 0, 15, 25, 16, 1",14281,1490,15324,15026,0
"0, 20, 0, 0, 10, 10, 20, 20, 20",13903,2238,14954,15022,0
"0, 1, 31, 21, 21, 21, 2, 2, 1",14226,1582,15287,15017,0
"23, 24, 1, 1, 24, 1, 1, 1, 24",14409,1204,15482,15011,0
"20, 0, 20, 0, 10, 10, 20, 0, 20",13859,2303,14933,15010.5,0
"10, 9, 14, 11, 12, 11, 13, 10, 10",13728,2561,14806,15008.5,0
"1, 1, 7, 21, 1, 10, 29, 15, 15",14219,1579,15297,15008.5,0
"21, 31, 11, 2, 2, 3, 21, 7, 2",14272,1472,15351,15008,0
"9, 15, 0, 15, 0, 30, 0, 20, 11",14128,1742,15225,14999,0
"2, 2, 22, 1, 3, 22, 34, 11, 3",14229,1539,15327,14998.5,0
"1, 11, 1, 25, 24, 25, 1, 11, 1",13868,2257,14970,14996.5,0
"5, 15, 3, 30, 5, 20, 2, 10, 10",14259,1471,15365,14994.5,0
"7, 11, 12, 12, 11, 9, 10, 18, 10",13922,2145,15028,14994.5,0
"11, 10, 12, 10, 13, 10, 14, 9, 11",13806,2376,14913,14994,0
"20, 0, 15, 0, 30, 0, 15, 0, 20",14064,1855,15176,14991.5,0
"20, 0, 15, 0, 30, 0, 15, 0, 20",14064,1855,15176,14991.5,0
"1, 10, 22, 5, 0, 29, 0, 12, 21",14220,1541,15334,14990.5,0
"20, 7, 9, 13, 15, 12, 8, 8, 8",14476,1029,15590,14990.5,0
"10, 15, 10, 10, 20, 10, 5, 15, 5",13932,2115,15048,14989.5,0
"1, 1, 25, 25, 1, 20, 1, 25, 1",14169,1639,15287,14988.5,0
"1, 24, 1, 24, 0, 24, 1, 24, 1",14311,1355,15429,14988.5,0
"11, 10, 11, 1, 30, 1, 17, 2, 17",13872,2233,14990,14988.5,0
"11, 1, 5, 1, 17, 13, 25, 0, 27",14205,1563,15327,14986.5,0
"9, 11, 13, 11, 16, 9, 11, 9, 11",13724,2523,14848,14985.5,0
"9, 20, 1, 10, 26, 18, 4, 7, 5",14450,1070,15575,14985,0
"2, 26, 2, 26, 12, 26, 2, 2, 2",14257,1456,15382,14985,0
"5, 5, 0, 10, 10, 10, 20, 20, 20",13963,2044,15088,14985,0
"10, 15, 10, 15, 10, 10, 5, 20, 5",14036,1893,15166,14982.5,0
"15, 23, 5, 5, 10, 5, 10, 7, 20",14294,1372,15429,14980,0
"20, 20, 20, 10, 10, 10, 4, 4, 2",13978,1999,15118,14977.5,0
"15, 20, 10, 10, 10, 0, 0, 20, 15",13953,2045,15097,14975.5,0
"20, 20, 10, 0, 10, 0, 20, 0, 20",13851,2247,14997,14974.5,0
"10, 10, 20, 5, 15, 10, 10, 5, 15",13966,2013,15116,14972.5,0
"20, 7, 10, 3, 20, 3, 10, 7, 20",14057,1825,15213,14969.5,0
"0, 10, 1, 14, 7, 6, 17, 26, 19",14407,1124,15564,14969,0
"24, 1, 24, 1, 0, 1, 24, 1, 24",14347,1242,15506,14968,0
"5, 10, 3, 10, 25, 17, 19, 10, 1",14157,1620,15318,14967,0
"17, 0, 11, 11, 13, 27, 0, 21, 0",13937,2058,15100,14966,0
"1, 18, 18, 10, 1, 12, 11, 28, 1",13902,2127,15066,14965.5,0
"9, 19, 9, 16, 8, 7, 11, 13, 8",14437,1047,15611,14960.5,0
"20, 20, 10, 3, 10, 4, 3, 10, 20",14013,1891,15191,14958.5,0
"25, 0, 25, 5, 0, 5, 20, 0, 20",14178,1554,15363,14955,0
"13, 12, 8, 14, 15, 9, 10, 9, 10",14314,1278,15503,14953,0
"15, 10, 15, 6, 30, 0, 20, 0, 4",14157,1588,15350,14951,0
"3, 3, 7, 10, 10, 10, 18, 19, 20",14154,1593,15348,14950.5,0
"3, 6, 9, 18, 27, 18, 9, 6, 4",14660,574,15861,14947,0
"10, 12, 10, 15, 11, 9, 12, 11, 10",13708,2478,14909,14947,0
"11, 11, 10, 10, 9, 10, 12, 15, 12",13606,2681,14808,14946.5,0
"7, 9, 9, 13, 15, 19, 11, 7, 10",14258,1376,15461,14946,0
"5, 10, 10, 15, 10, 15, 15, 10, 10",13933,2022,15140,14944,0
"1, 10, 20, 20, 20, 1, 10, 10, 8",13730,2424,14941,14942,0
"10, 6, 4, 10, 25, 15, 10, 6, 14",14287,1308,15500,14941,0
"1, 16, 30, 20, 1, 20, 10, 1, 1",13920,2036,15139,14938,0
"10, 5, 10, 10, 15, 5, 20, 10, 15",13945,1977,15173,14933.5,0
"11, 8, 11, 11, 21, 8, 11, 8, 11",13474,2905,14716,14926.5,0
"5, 5, 0, 5, 27, 16, 10, 10, 22",14274,1287,15534,14917.5,0
"10, 10, 15, 10, 5, 15, 10, 10, 15",13878,2077,15140,14916.5,0
"1, 19, 21, 1, 24, 1, 30, 2, 1",14169,1494,15432,14916,0
"1, 10, 19, 29, 0, 19, 20, 1, 1",13945,1927,15223,14908.5,0
"12, 28, 9, 21, 10, 16, 1, 1, 2",14140,1536,15419,14908,0
"18, 7, 7, 11, 18, 9, 6, 6, 18",14425,960,15710,14905,0
"20, 15, 5, 10, 10, 0, 0, 15, 25",14069,1664,15362,14901,0
"6, 8, 9, 10, 15, 10, 11, 16, 15",14032,1730,15333,14897,0
"2, 31, 21, 21, 11, 1, 1, 1, 11",13840,2108,15147,14894,0
"10, 10, 11, 10, 12, 11, 11, 11, 14",13111,3565,14419,14893.5,0
"20, 20, 20, 10, 10, 10, 5, 1, 4",13833,2116,15146,14891,0
"13, 10, 11, 10, 12, 10, 11, 10, 13",13417,2947,14731,14890.5,0
"15, 11, 10, 25, 8, 12, 7, 9, 3",14096,1580,15419,14886,0
"15, 15, 10, 5, 10, 5, 25, 5, 10",14113,1539,15443,14882.5,0
"0, 2, 13, 15, 30, 5, 25, 3, 7",14277,1208,15610,14881,0
"20, 5, 5, 15, 5, 10, 10, 5, 25",14110,1537,15448,14878.5,0
"14, 9, 14, 9, 9, 9, 14, 9, 13",14594,567,15934,14877.5,0
"10, 21, 7, 11, 5, 10, 20, 10, 6",13898,1952,15245,14874,0
"12, 9, 11, 9, 9, 10, 11, 13, 16",13876,1995,15224,14873.5,0
"17, 2, 23, 12, 2, 2, 2, 34, 6",14329,1088,15678,14873,0
"20, 0, 10, 0, 20, 20, 10, 0, 20",13631,2482,14982,14872,0
"0, 0, 25, 1, 2, 20, 25, 2, 25",14166,1412,15517,14872,0
"5, 10, 5, 15, 30, 15, 5, 10, 5",14154,1433,15508,14870.5,0
"10, 10, 15, 5, 15, 15, 10, 10, 10",13827,2069,15199,14861.5,0
"12, 1, 8, 3, 30, 5, 17, 1, 23",14274,1174,15647,14861,0
"10, 10, 13, 13, 10, 11, 10, 10, 13",13714,2287,15094,14857.5,0
"20, 1, 25, 1, 25, 1, 1, 25, 1",14058,1589,15448,14852.5,0
"15, 15, 10, 10, 20, 10, 5, 5, 10",13761,2179,15155,14850.5,0
"20, 15, 10, 5, 27, 10, 5, 3, 5",14088,1521,15486,14848.5,0
"15, 2, 5, 18, 0, 3, 15, 10, 32",14179,1338,15578,14848,0
"15, 5, 25, 10, 2, 9, 10, 4, 20",14100,1493,15502,14846.5,0
"5, 20, 8, 8, 15, 8, 7, 22, 7",14486,716,15893,14844,0
"14, 9, 8, 8, 17, 8, 11, 20, 5",14268,1151,15676,14843.5,0
"2, 2, 18, 10, 16, 2, 8, 30, 12",14109,1466,15520,14842,0
"10, 10, 0, 15, 10, 20, 15, 10, 10",13761,2153,15181,14837.5,0
"5, 5, 15, 10, 30, 15, 5, 5, 10",14089,1491,15515,14834.5,0
"5, 30, 5, 10, 20, 5, 15, 5, 5",14097,1473,15525,14833.5,0
"4, 30, 6, 1, 13, 9, 16, 20, 1",14266,1132,15697,14832,0
"20, 5, 5, 5, 30, 5, 5, 5, 20",14176,1311,15608,14831.5,0
"20, 0, 15, 10, 10, 10, 15, 0, 20",13707,2243,15145,14828.5,0
"0, 1, 1, 1, 24, 1, 24, 24, 24",14204,1248,15643,14828,0
"15, 25, 15, 1, 30, 1, 1, 2, 10",14047,1558,15490,14826,0
"10, 10, 10, 15, 10, 5, 15, 10, 15",13821,2009,15265,14825.5,0
"2, 21, 2, 11, 6, 11, 31, 0, 16",13823,2003,15269,14824.5,0
"20, 0, 0, 0, 17, 15, 19, 29, 0",14094,1460,15541,14824,0
"13, 11, 3, 4, 5, 16, 32, 9, 7",14255,1136,15704,14823,0
"11, 12, 13, 14, 10, 10, 10, 10, 10",13650,2345,15100,14822.5,0
"13, 10, 10, 11, 10, 13, 10, 13, 10",13664,2316,15115,14822,0
"20, 15, 10, 10, 5, 5, 10, 10, 15",13827,1988,15280,14821,0
"10, 14, 13, 10, 10, 11, 10, 12, 10",13623,2394,15078,14820,0
"0, 21, 11, 4, 0, 31, 17, 11, 5",13799,2042,15254,14820,0
"1, 1, 15, 26, 1, 31, 2, 21, 2",14056,1527,15512,14819.5,0
"2, 15, 1, 11, 1, 11, 11, 33, 15",13510,2618,14967,14819,0
"30, 15, 0, 0, 25, 0, 15, 0, 15",14117,1403,15575,14818.5,0
"11, 11, 11, 15, 9, 15, 10, 9, 9",13603,2431,15061,14818.5,0
"24, 12, 7, 4, 21, 10, 6, 9, 7",14381,872,15842,14817,0
"20, 30, 20, 5, 3, 5, 3, 5, 9",14216,1200,15679,14816,0
"13, 13, 13, 10, 10, 10, 10, 11, 10",13645,2341,15109,14815.5,0
"20, 10, 5, 5, 15, 10, 10, 5, 20",13826,1979,15290,14815.5,0
"10, 11, 11, 10, 10, 11, 15, 11, 11",12981,3664,14450,14813,0
"2, 2, 11, 21, 21, 21, 0, 1, 11",13626,2366,15103,14809,0
"8, 0, 11, 31, 3, 0, 15, 11, 21",13822,1959,15314,14801.5,0
"9, 10, 5, 15, 25, 6, 12, 10, 8",14166,1270,15659,14801,0
"10, 5, 10, 10, 15, 15, 15, 10, 10",13781,2034,15280,14798,0
"10, 9, 15, 8, 15, 11, 11, 11, 10",13491,2612,14992,14797,0
"0, 15, 15, 20, 20, 30, 0, 0, 0",13795,2003,15297,14796.5,0
"4, 10, 30, 2, 20, 5, 9, 17, 3",14128,1326,15641,14791,0
"10, 20, 30, 0, 20, 5, 5, 5, 5",13981,1617,15497,14789.5,0
"10, 9, 14, 15, 10, 12, 11, 9, 10",13790,1996,15309,14788,0
"15, 15, 10, 10, 15, 9, 10, 5, 11",13753,2068,15274,14787,0
"1, 10, 10, 9, 3, 25, 20, 15, 7",14005,1564,15526,14787,0
"30, 0, 20, 0, 0, 12, 15, 0, 23",13959,1653,15483,14785.5,0
"15, 5, 30, 1, 1, 1, 10, 12, 25",14018,1530,15547,14783,0
"30, 15, 15, 10, 10, 14, 2, 2, 2",13963,1637,15495,14781.5,0
"15, 6, 6, 10, 15, 10, 25, 6, 7",14217,1126,15752,14780,0
"10, 13, 10, 10, 13, 10, 10, 13, 11",13626,2302,15167,14777,0
"5, 5, 15, 5, 1, 25, 5, 29, 10",14197,1153,15745,14773.5,0
"0, 4, 30, 25, 0, 20, 5, 15, 1",14034,1462,15599,14765,0
"25, 5, 1, 25, 5, 1, 20, 9, 9",14231,1048,15816,14755,0
"0, 22, 31, 21, 8, 3, 12, 0, 3",14129,1251,15715,14754.5,0
"2, 2, 25, 8, 25, 10, 24, 2, 2",14089,1325,15681,14751.5,0
"15, 8, 10, 25, 15, 10, 5, 5, 7",14106,1289,15700,14750.5,0
"5, 10, 10, 20, 5, 10, 0, 25, 15",13877,1742,15476,14748,0
"15, 15, 0, 25, 0, 30, 0, 10, 5",14049,1396,15650,14747,0
"8, 10, 15, 10, 16, 8, 15, 8, 10",14002,1481,15612,14742.5,0
"30, 15, 5, 10, 15, 14, 5, 5, 1",14024,1426,15645,14737,0
"11, 11, 11, 11, 15, 11, 10, 10, 10",12866,3735,14494,14733.5,0
"11, 11, 11, 11, 15, 11, 10, 10, 10",12866,3735,14494,14733.5,0
"5, 10, 5, 15, 5, 10, 15, 30, 5",14038,1389,15668,14732.5,0
"23, 0, 14, 25, 0, 20, 9, 0, 9",14140,1176,15779,14728,0
"23, 10, 10, 5, 18, 5, 10, 5, 14",14001,1454,15640,14728,0
"3, 3, 3, 23, 36, 23, 3, 3, 3",14301,852,15942,14727,0
"9, 12, 9, 8, 11, 10, 19, 15, 7",14073,1301,15721,14723.5,0
"10, 10, 5, 15, 25, 15, 0, 10, 10",13804,1831,15460,14719.5,0
"0, 2, 20, 20, 20, 10, 8, 10, 10",13565,2309,15221,14719.5,0
"5, 10, 27, 10, 21, 8, 4, 11, 4",13921,1596,15578,14719,0
"15, 10, 12, 8, 10, 10, 11, 14, 10",13623,2188,15284,14717,0
"20, 10, 10, 2, 18, 10, 18, 2, 10",13745,1932,15418,14711,0
"10, 10, 10, 10, 0, 10, 20, 15, 15",13563,2294,15238,14710,0
"10, 15, 10, 20, 10, 0, 10, 15, 10",13628,2156,15311,14706,0
"6, 6, 11, 6, 6, 31, 11, 12, 11",13694,2021,15380,14704.5,0
"2, 4, 16, 4, 4, 10, 16, 11, 33",13932,1543,15620,14703.5,0
"0, 1, 2, 4, 8, 16, 32, 16, 21",14135,1123,15837,14696.5,0
"10, 10, 11, 10, 15, 10, 12, 11, 11",13092,3207,14796,14695.5,0
"9, 9, 12, 12, 30, 9, 3, 3, 13",14183,1025,15887,14695.5,0
"6, 4, 8, 16, 32, 16, 8, 4, 6",14417,553,16125,14693.5,0
"12, 10, 13, 10, 14, 10, 10, 11, 10",13438,2511,15146,14693.5,0
"2, 11, 11, 11, 1, 31, 11, 11, 11",12823,3740,14532,14693,0
"20, 20, 10, 5, 10, 4, 10, 1, 20",13657,2068,15370,14691,0
"15, 10, 7, 8, 25, 3, 7, 10, 15",14099,1182,15814,14690,0
"30, 0, 0, 3, 20, 7, 15, 5, 20",13904,1571,15620,14689.5,0
"0, 10, 20, 25, 15, 10, 20, 0, 0",13639,2085,15371,14681.5,0
"20, 10, 10, 10, 15, 5, 5, 10, 15",13666,2019,15410,14675.5,0
"0, 20, 10, 5, 5, 5, 20, 10, 25",13804,1729,15562,14668.5,0
"10, 10, 10, 10, 12, 14, 10, 13, 11",13393,2551,15151,14668.5,0
"3, 11, 4, 38, 3, 14, 3, 21, 3",13999,1326,15770,14662,0
"10, 8, 10, 12, 15, 5, 25, 5, 10",13875,1573,15647,14661.5,0
"16, 14, 10, 10, 10, 19, 8, 9, 4",14020,1282,15793,14661,0
"23, 0, 24, 0, 24, 0, 5, 0, 24",14125,1069,15901,14659.5,0
"15, 3, 31, 3, 5, 10, 3, 20, 10",13943,1433,15719,14659.5,0
"6, 8, 19, 25, 5, 9, 10, 11, 7",14045,1225,15825,14657.5,0
"21, 1, 31, 0, 25, 0, 18, 1, 3",14006,1295,15794,14653.5,0
"0, 30, 3, 1, 25, 15, 14, 10, 2",13930,1447,15718,14653.5,0
"15, 10, 15, 10, 15, 10, 10, 5, 10",13566,2173,15356,14652.5,0
"15, 5, 10, 10, 15, 10, 10, 5, 20",13608,2086,15401,14651,0
"10, 1, 17, 10, 25, 10, 16, 1, 10",13692,1911,15492,14647.5,0
"24, 27, 17, 3, 24, 0, 0, 5, 0",14142,990,15963,14637,0
"13, 10, 14, 10, 12, 10, 10, 11, 10",13314,2645,15136,14636.5,0
"11, 10, 14, 10, 12, 10, 10, 10, 13",13330,2610,15155,14635,0
"21, 21, 31, 8, 8, 2, 2, 3, 4",14203,863,16029,14634.5,0
"5, 5, 5, 5, 10, 15, 15, 30, 10",13985,1298,15812,14634,0
"5, 9, 18, 9, 18, 9, 5, 9, 18",14307,641,16147,14627.5,0
"10, 1, 25, 11, 1, 1, 25, 25, 1",13690,1870,15535,14625,0
"10, 10, 20, 5, 5, 20, 10, 10, 10",13549,2139,15407,14618.5,0
"7, 10, 8, 10, 14, 15, 8, 8, 20",13961,1313,15821,14617.5,0
"30, 5, 15, 10, 15, 0, 0, 20, 5",13846,1542,15707,14617,0
"20, 10, 5, 10, 5, 12, 5, 8, 25",13847,1538,15710,14616,0
"10, 5, 14, 20, 2, 9, 2, 10, 28",13903,1418,15774,14612,0
"10, 10, 10, 10, 18, 20, 20, 1, 1",13430,2361,15304,14610.5,0
"10, 2, 20, 2, 30, 20, 6, 9, 1",13823,1567,15705,14606.5,0
"10, 20, 10, 0, 20, 0, 10, 20, 10",13398,2413,15284,14604.5,0
"10, 0, 0, 19, 0, 30, 21, 0, 20",13761,1687,15647,14604.5,0
"1, 19, 1, 26, 1, 26, 0, 25, 1",13918,1367,15810,14601.5,0
"9, 20, 0, 15, 12, 3, 1, 30, 10",13743,1697,15655,14591.5,0
"7, 0, 7, 7, 7, 31, 12, 12, 17",14107,955,16033,14584.5,0
"7, 34, 19, 24, 4, 2, 2, 5, 3",14158,848,16089,14582,0
"0, 10, 20, 10, 0, 10, 20, 10, 20",13311,2528,15256,14575,0
"2, 8, 33, 14, 22, 7, 4, 4, 6",14252,632,16211,14568,0
"15, 5, 10, 25, 8, 3, 1, 8, 25",14031,1054,16010,14558,0
"4, 4, 6, 10, 16, 32, 16, 8, 4",14122,868,16105,14556,0
"2, 2, 2, 34, 20, 20, 20, 0, 0",13543,2026,15526,14556,0
"1, 20, 4, 4, 25, 25, 10, 10, 1",13728,1655,15712,14555.5,0
