"strategy"wins","draws","losses","score","points","
"2, 13, 13, 15, 2, 13, 15, 12, 15",4770,1216,6110,5378,0
"4, 14, 14, 13, 6, 14, 13, 13, 9",4759,1238,6099,5378,0
"13, 14, 13, 2, 15, 14, 14, 13, 2",4773,1207,6116,5376.5,0
"13, 3, 13, 14, 13, 14, 14, 13, 3",4780,1193,6123,5376.5,0
"2, 15, 15, 13, 2, 13, 13, 14, 13",4627,1496,5973,5375,0
"14, 3, 13, 14, 13, 3, 14, 13, 13",4818,1114,6164,5375,0
"2, 14, 14, 2, 14, 14, 13, 13, 14",4701,1340,6055,5371,0
"14, 13, 3, 13, 13, 3, 14, 14, 13",4805,1129,6162,5369.5,0
"2, 15, 13, 14, 2, 14, 13, 14, 13",4630,1475,5991,5367.5,0
"2, 14, 14, 14, 14, 14, 12, 14, 2",4688,1359,6049,5367.5,0
"14, 13, 13, 13, 14, 2, 3, 15, 13",4836,1063,6197,5367.5,0
"12, 13, 14, 14, 3, 14, 14, 13, 3",4685,1363,6048,5366.5,0
"15, 14, 13, 12, 2, 2, 13, 14, 15",4785,1157,6154,5363.5,0
"14, 3, 14, 13, 13, 3, 14, 13, 13",4782,1162,6152,5363,0
"0, 14, 14, 14, 3, 13, 14, 14, 14",4585,1554,5957,5362,0
"12, 15, 4, 13, 3, 12, 13, 14, 14",4799,1126,6171,5362,0
"2, 14, 14, 12, 2, 14, 14, 14, 14",4634,1454,6008,5361,0
"2, 13, 14, 14, 1, 14, 14, 14, 14",4573,1571,5952,5358.5,0
"15, 10, 3, 2, 25, 12, 13, 15, 5",5027,658,6411,5356,0
"2, 15, 14, 13, 2, 14, 13, 14, 13",4594,1523,5979,5355.5,0
"2, 14, 13, 14, 2, 15, 13, 14, 13",4632,1444,6020,5354,0
"14, 13, 14, 3, 13, 3, 14, 13, 13",4788,1127,6181,5351.5,0
"13, 14, 13, 14, 4, 14, 14, 13, 1",4666,1370,6060,5351,0
"14, 13, 14, 14, 3, 2, 13, 13, 14",4704,1291,6101,5349.5,0
"2, 13, 13, 15, 2, 13, 15, 14, 13",4666,1366,6064,5349,0
"2, 13, 13, 15, 2, 13, 15, 14, 13",4666,1366,6064,5349,0
"13, 3, 3, 14, 14, 13, 13, 14, 13",4762,1169,6165,5346.5,0
"2, 13, 14, 14, 2, 14, 14, 14, 13",4580,1520,5996,5340,0
"13, 14, 14, 13, 13, 3, 13, 14, 3",4723,1233,6140,5339.5,0
"1, 22, 10, 20, 0, 25, 11, 10, 1",5106,460,6530,5336,0
"2, 14, 14, 14, 1, 13, 14, 14, 14",4530,1612,5954,5336,0
"2, 14, 13, 15, 2, 13, 14, 14, 13",4602,1465,6029,5334.5,0
"13, 14, 13, 14, 3, 14, 13, 14, 2",4639,1380,6077,5329,0
"14, 14, 14, 13, 3, 14, 14, 12, 2",4648,1361,6087,5328.5,0
"10, 9, 10, 12, 4, 13, 15, 16, 11",4969,718,6409,5328,0
"4, 14, 14, 4, 14, 13, 10, 13, 14",4753,1145,6198,5325.5,0
"13, 3, 13, 14, 14, 14, 13, 3, 13",4751,1149,6196,5325.5,0
"14, 14, 11, 13, 5, 23, 12, 7, 1",4927,796,6373,5325,0
"2, 14, 14, 13, 2, 14, 14, 14, 13",4545,1559,5992,5324.5,0
"13, 4, 15, 12, 15, 11, 4, 12, 14",4931,782,6383,5322,0
"1, 12, 15, 12, 5, 14, 13, 14, 14",4708,1227,6161,5321.5,0
"3, 14, 14, 13, 13, 3, 13, 14, 13",4657,1326,6113,5320,0
"14, 13, 14, 13, 2, 13, 14, 2, 15",4655,1327,6114,5318.5,0
"13, 13, 14, 14, 5, 13, 13, 1, 14",4678,1280,6138,5318,0
"3, 13, 16, 13, 2, 14, 13, 13, 13",4644,1341,6111,5314.5,0
"2, 13, 14, 14, 15, 14, 14, 12, 2",4664,1295,6137,5311.5,0
"2, 15, 14, 13, 2, 13, 13, 14, 14",4557,1509,6030,5311.5,0
"5, 14, 11, 14, 5, 14, 11, 13, 13",4739,1128,6229,5303,0
"2, 13, 13, 13, 2, 15, 14, 13, 15",4633,1337,6126,5301.5,0
"11, 5, 13, 13, 14, 13, 15, 3, 13",4780,1041,6275,5300.5,0
"14, 13, 14, 1, 14, 13, 4, 13, 14",4731,1138,6227,5300,0
"3, 14, 13, 14, 3, 14, 13, 14, 12",4596,1406,6094,5299,0
"3, 13, 13, 3, 13, 13, 16, 13, 13",4739,1119,6238,5298.5,0
"13, 14, 13, 14, 3, 14, 13, 3, 13",4638,1320,6138,5298,0
"22, 2, 14, 12, 22, 1, 2, 13, 12",4974,641,6481,5294.5,0
"4, 14, 14, 13, 0, 14, 14, 13, 14",4559,1469,6068,5293.5,0
"1, 2, 1, 6, 26, 6, 26, 6, 26",5154,278,6664,5293,0
"13, 3, 14, 4, 13, 13, 14, 13, 13",4733,1119,6244,5292.5,0
"14, 2, 14, 14, 4, 13, 13, 13, 13",4641,1294,6161,5288,0
"10, 10, 14, 5, 8, 12, 14, 12, 15",4921,733,6442,5287.5,0
"3, 13, 14, 14, 1, 13, 14, 14, 14",4504,1566,6026,5287,0
"13, 3, 13, 14, 13, 13, 14, 4, 13",4736,1101,6259,5286.5,0
"3, 13, 13, 14, 14, 13, 2, 13, 15",4680,1211,6205,5285.5,0
"4, 14, 14, 14, 2, 13, 14, 12, 13",4586,1397,6113,5284.5,0
"4, 15, 14, 14, 1, 13, 13, 13, 13",4535,1494,6067,5282,0
"9, 13, 3, 13, 8, 13, 14, 14, 13",4729,1105,6262,5281.5,0
"13, 14, 12, 15, 3, 4, 13, 13, 13",4720,1122,6254,5281,0
"13, 4, 13, 13, 13, 3, 13, 14, 14",4756,1050,6290,5281,0
"5, 13, 13, 13, 4, 13, 10, 15, 14",4715,1131,6250,5280.5,0
"15, 13, 14, 13, 2, 13, 2, 13, 15",4650,1261,6185,5280.5,0
"14, 13, 13, 14, 4, 14, 14, 13, 1",4613,1335,6148,5280.5,0
"14, 14, 13, 13, 2, 3, 14, 13, 14",4622,1295,6179,5269.5,0
"3, 14, 14, 13, 2, 14, 13, 14, 13",4500,1536,6060,5268,0
"10, 11, 1, 13, 13, 16, 11, 11, 14",4904,727,6465,5267.5,0
"14, 14, 13, 14, 2, 13, 14, 3, 13",4586,1362,6148,5267,0
"3, 13, 13, 14, 2, 14, 14, 13, 14",4553,1428,6115,5267,0
"14, 13, 3, 13, 14, 3, 13, 14, 13",4707,1119,6270,5266.5,0
"13, 13, 14, 3, 3, 13, 13, 14, 14",4611,1304,6181,5263,0
"1, 12, 12, 13, 15, 15, 15, 12, 5",4791,936,6369,5259,0
"15, 10, 5, 11, 15, 13, 6, 10, 15",4929,657,6510,5257.5,0
"13, 13, 13, 14, 4, 3, 14, 13, 13",4663,1184,6249,5255,0
"13, 13, 13, 14, 3, 14, 14, 13, 3",4588,1331,6177,5253.5,0
"13, 3, 13, 14, 14, 13, 13, 14, 3",4647,1206,6243,5250,0
"14, 3, 13, 3, 14, 13, 14, 13, 13",4677,1139,6280,5246.5,0
"13, 14, 4, 13, 8, 13, 8, 14, 13",4723,1041,6332,5243.5,0
"14, 14, 3, 13, 3, 13, 14, 13, 13",4572,1339,6185,5241.5,0
"3, 14, 13, 14, 13, 13, 13, 14, 3",4559,1363,6174,5240.5,0
"14, 14, 14, 13, 2, 13, 3, 13, 14",4562,1348,6186,5236,0
"3, 13, 13, 14, 3, 14, 14, 13, 13",4522,1424,6150,5234,0
"3, 13, 13, 14, 3, 14, 14, 13, 13",4522,1424,6150,5234,0
"3, 14, 14, 14, 14, 13, 13, 13, 2",4533,1401,6162,5233.5,0
"3, 14, 14, 13, 13, 13, 13, 14, 3",4523,1411,6162,5228.5,0
"14, 14, 3, 13, 14, 13, 13, 3, 13",4634,1188,6274,5228,0
"3, 13, 3, 13, 14, 14, 13, 13, 14",4601,1254,6241,5228,0
"2, 14, 13, 14, 15, 14, 13, 13, 2",4559,1336,6201,5227,0
"14, 3, 14, 13, 3, 13, 13, 14, 13",4546,1359,6191,5225.5,0
"14, 13, 13, 3, 14, 3, 13, 13, 14",4697,1053,6346,5223.5,0
"3, 14, 14, 14, 14, 13, 13, 12, 3",4558,1330,6208,5223,0
"3, 13, 14, 13, 3, 14, 14, 13, 13",4486,1472,6138,5222,0
"4, 13, 14, 14, 1, 13, 13, 14, 14",4481,1480,6135,5221,0
"14, 13, 3, 13, 14, 13, 3, 13, 14",4665,1103,6328,5216.5,0
"3, 13, 14, 13, 3, 14, 13, 14, 13",4475,1477,6144,5213.5,0
"7, 12, 12, 13, 1, 18, 14, 13, 10",4794,838,6464,5213,0
"13, 4, 12, 5, 13, 12, 12, 15, 14",4863,696,6537,5211,0
"13, 14, 14, 13, 3, 13, 13, 14, 3",4498,1425,6173,5210.5,0
"3, 14, 14, 14, 3, 13, 13, 13, 13",4459,1497,6140,5207.5,0
"3, 13, 14, 14, 3, 13, 13, 14, 13",4467,1479,6150,5206.5,0
"4, 13, 14, 13, 4, 12, 14, 14, 12",4611,1190,6295,5206,0
"14, 5, 13, 12, 13, 14, 3, 12, 14",4773,865,6458,5205.5,0
"2, 13, 14, 14, 13, 13, 13, 4, 14",4581,1248,6267,5205,0
"3, 14, 13, 14, 13, 4, 13, 13, 13",4599,1208,6289,5203,0
"33, 3, 12, 20, 16, 8, 4, 3, 1",4972,459,6665,5201.5,0
"0, 5, 13, 12, 14, 14, 14, 14, 14",4620,1163,6313,5201.5,0
"8, 13, 10, 9, 7, 14, 15, 12, 12",4862,675,6559,5199.5,0
"12, 15, 9, 15, 11, 9, 11, 9, 9",4916,555,6625,5193.5,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"3, 14, 14, 13, 3, 13, 13, 14, 13",4432,1518,6146,5191,0
"14, 14, 13, 3, 3, 13, 13, 13, 14",4551,1278,6267,5190,0
"4, 14, 13, 12, 15, 13, 3, 14, 12",4659,1062,6375,5190,0
"4, 14, 14, 13, 2, 13, 13, 14, 13",4453,1468,6175,5187,0
"8, 14, 13, 13, 6, 13, 12, 7, 14",4698,966,6432,5181,0
"0, 5, 14, 14, 14, 14, 13, 13, 13",4538,1279,6279,5177.5,0
"13, 14, 13, 13, 3, 4, 14, 13, 13",4558,1238,6300,5177,0
"3, 14, 13, 13, 3, 13, 14, 13, 14",4450,1449,6197,5174.5,0
"3, 13, 13, 13, 3, 13, 14, 14, 14",4458,1431,6207,5173.5,0
"3, 13, 13, 13, 3, 13, 14, 14, 14",4458,1431,6207,5173.5,0
"5, 15, 10, 11, 12, 12, 10, 15, 10",4845,655,6596,5172.5,0
"14, 14, 13, 13, 15, 13, 13, 2, 3",4555,1222,6319,5166,0
"14, 13, 14, 4, 12, 13, 13, 13, 4",4610,1103,6383,5161.5,0
"4, 13, 12, 13, 4, 14, 13, 14, 13",4538,1243,6315,5159.5,0
"14, 3, 14, 13, 4, 13, 13, 13, 13",4522,1274,6300,5159,0
"3, 13, 14, 13, 14, 14, 13, 13, 3",4479,1355,6262,5156.5,0
"13, 13, 13, 14, 13, 3, 5, 13, 13",4660,989,6447,5154.5,0
"14, 13, 13, 13, 14, 14, 13, 3, 3",4562,1184,6350,5154,0
"3, 13, 14, 13, 4, 14, 13, 13, 13",4451,1392,6253,5147,0
"4, 13, 13, 13, 5, 13, 15, 12, 12",4609,1070,6417,5144,0
"14, 14, 14, 13, 3, 13, 13, 13, 3",4437,1408,6251,5141,0
"14, 14, 14, 13, 13, 9, 7, 9, 7",4739,803,6554,5140.5,0
"14, 13, 13, 13, 14, 13, 14, 3, 3",4538,1202,6356,5139,0
"4, 4, 14, 13, 13, 13, 13, 13, 13",4537,1201,6358,5137.5,0
"10, 15, 10, 10, 10, 15, 10, 10, 10",4850,573,6673,5136.5,0
"9, 13, 12, 10, 11, 7, 14, 15, 9",4811,651,6634,5136.5,0
"4, 13, 14, 13, 3, 13, 13, 14, 13",4428,1409,6259,5132.5,0
"3, 14, 13, 13, 4, 13, 14, 13, 13",4428,1401,6267,5128.5,0
"3, 13, 14, 13, 4, 13, 13, 14, 13",4416,1415,6265,5123.5,0
"13, 14, 13, 13, 4, 12, 13, 14, 4",4540,1149,6407,5114.5,0
"2, 13, 13, 14, 5, 13, 14, 13, 13",4438,1335,6323,5105.5,0
"13, 14, 13, 7, 7, 13, 13, 13, 7",4632,946,6518,5105,0
"5, 14, 14, 13, 10, 13, 12, 7, 12",4610,977,6509,5098.5,0
"2, 2, 2, 12, 12, 13, 21, 2, 34",4797,567,6732,5080.5,0
"13, 13, 14, 13, 4, 13, 4, 13, 13",4479,1201,6416,5079.5,0
"4, 13, 13, 14, 4, 13, 13, 13, 13",4440,1276,6380,5078,0
"13, 13, 5, 13, 2, 13, 14, 13, 14",4468,1212,6416,5074,0
"12, 13, 13, 14, 1, 16, 8, 12, 11",4611,906,6579,5064,0
"4, 14, 13, 13, 4, 13, 13, 13, 13",4405,1315,6376,5062.5,0
"4, 13, 13, 13, 4, 13, 13, 14, 13",4413,1297,6386,5061.5,0
"13, 5, 13, 10, 15, 5, 13, 13, 13",4631,854,6611,5058,0
"8, 12, 9, 15, 14, 7, 12, 10, 13",4769,575,6752,5056.5,0
"6, 14, 13, 13, 0, 13, 14, 13, 14",4399,1301,6396,5049.5,0
"13, 13, 4, 13, 13, 5, 13, 13, 13",4557,955,6584,5034.5,0
"13, 4, 12, 13, 6, 13, 12, 13, 14",4560,929,6607,5024.5,0
"14, 9, 13, 8, 15, 12, 8, 7, 14",4723,601,6772,5023.5,0
"11, 10, 12, 15, 10, 9, 10, 14, 9",4741,562,6793,5022,0
"13, 4, 13, 13, 5, 13, 13, 13, 13",4450,1139,6507,5019.5,0
"2, 10, 10, 6, 20, 5, 30, 10, 7",4861,302,6933,5012,0
"5, 13, 13, 13, 13, 13, 4, 13, 13",4472,1076,6548,5010,0
"16, 13, 13, 13, 3, 13, 13, 13, 3",4397,1221,6478,5007.5,0
"13, 13, 13, 13, 13, 5, 13, 4, 13",4523,951,6622,4998.5,0
"13, 13, 13, 4, 13, 13, 5, 13, 13",4523,950,6623,4998,0
"4, 0, 20, 0, 50, 0, 20, 0, 6",4794,399,6903,4993.5,0
"16, 14, 13, 12, 11, 10, 9, 8, 7",4711,564,6821,4993,0
"13, 13, 13, 13, 5, 13, 4, 13, 13",4429,1119,6548,4988.5,0
"14, 13, 13, 13, 4, 13, 13, 13, 4",4384,1202,6510,4985,0
"5, 5, 13, 13, 13, 13, 13, 13, 12",4483,1002,6611,4984,0
"14, 6, 13, 13, 0, 14, 13, 13, 14",4391,1180,6525,4981,0
"9, 13, 13, 13, 6, 13, 13, 13, 7",4489,982,6625,4980,0
"13, 5, 13, 13, 13, 5, 13, 12, 13",4542,867,6687,4975.5,0
"4, 13, 13, 13, 5, 13, 13, 13, 13",4354,1242,6500,4975,0
"4, 13, 13, 13, 5, 13, 13, 13, 13",4354,1242,6500,4975,0
"5, 13, 13, 13, 4, 13, 13, 13, 13",4360,1219,6517,4969.5,0
"5, 13, 13, 13, 4, 13, 13, 13, 13",4360,1219,6517,4969.5,0
"13, 13, 13, 13, 5, 13, 13, 13, 4",4386,1164,6546,4968,0
"13, 13, 13, 13, 5, 13, 13, 13, 4",4386,1164,6546,4968,0
"13, 13, 13, 13, 5, 13, 13, 13, 4",4386,1164,6546,4968,0
"13, 13, 13, 13, 5, 13, 13, 13, 4",4386,1164,6546,4968,0
"4, 13, 13, 13, 13, 13, 13, 13, 5",4410,1115,6571,4967.5,0
"13, 13, 5, 13, 4, 13, 13, 13, 13",4402,1128,6566,4966,0
"13, 13, 13, 13, 12, 13, 5, 13, 5",4477,976,6643,4965,0
"13, 13, 13, 13, 13, 13, 5, 13, 4",4453,1019,6624,4962.5,0
"12, 2, 11, 14, 11, 13, 11, 14, 12",4541,842,6713,4962,0
"13, 13, 13, 13, 13, 13, 13, 5, 4",4442,1037,6617,4960.5,0
"5, 13, 13, 13, 5, 13, 13, 13, 12",4394,1123,6579,4955.5,0
"15, 10, 10, 15, 10, 10, 10, 10, 10",4709,467,6920,4942.5,0
"13, 13, 13, 13, 4, 13, 13, 13, 5",4373,1135,6588,4940.5,0
"7, 12, 13, 7, 10, 11, 13, 13, 14",4577,715,6804,4934.5,0
"15, 14, 13, 12, 11, 10, 9, 8, 8",4610,598,6888,4909,0
"5, 14, 14, 13, 2, 13, 13, 1, 15",4248,1312,6536,4904,0
"13, 6, 13, 13, 11, 12, 13, 13, 6",4495,806,6795,4898,0
"7, 5, 13, 12, 12, 12, 13, 13, 13",4482,778,6836,4871,0
"15, 10, 10, 10, 10, 10, 10, 10, 15",4640,421,7035,4850.5,0
"13, 13, 13, 13, 22, 13, 0, 13, 0",4359,974,6763,4846,0
"12, 11, 15, 12, 0, 14, 13, 13, 10",4363,953,6780,4839.5,0
"14, 12, 13, 13, 11, 5, 10, 13, 9",4466,719,6911,4825.5,0
"10, 14, 10, 12, 8, 12, 10, 14, 10",4518,614,6964,4825,0
"14, 14, 14, 10, 0, 10, 13, 11, 14",4316,1006,6774,4819,0
"15, 11, 11, 10, 12, 13, 4, 13, 11",4468,672,6956,4804,0
"10, 10, 10, 10, 15, 10, 10, 10, 15",4594,410,7092,4799,0
"0, 14, 12, 14, 12, 14, 10, 12, 12",4323,929,6844,4787.5,0
"11, 12, 13, 13, 12, 1, 12, 13, 13",4349,849,6898,4773.5,0
"13, 13, 13, 13, 2, 7, 13, 13, 13",4224,1092,6780,4770,0
"1, 1, 11, 10, 1, 27, 27, 10, 12",4522,492,7082,4768,0
"14, 14, 13, 11, 11, 10, 9, 9, 9",4477,580,7039,4767,0
"1, 1, 1, 3, 1, 3, 20, 50, 20",4464,606,7026,4767,0
"11, 12, 14, 9, 14, 12, 12, 10, 6",4493,547,7056,4766.5,0
"13, 10, 10, 12, 12, 14, 12, 12, 5",4472,589,7035,4766.5,0
"0, 11, 12, 17, 12, 11, 12, 13, 12",4469,593,7034,4765.5,0
"13, 9, 13, 9, 13, 8, 13, 9, 13",4455,609,7032,4759.5,0
"9, 13, 9, 13, 9, 13, 12, 13, 9",4391,727,6978,4754.5,0
"10, 10, 11, 12, 11, 11, 9, 15, 11",4520,442,7134,4741,0
"11, 12, 11, 9, 10, 9, 12, 11, 15",4527,395,7174,4724.5,0
"1, 13, 13, 13, 8, 13, 13, 13, 13",4119,1211,6766,4724.5,0
"12, 13, 2, 13, 11, 12, 13, 12, 12",4349,734,7013,4716,0
"10, 13, 10, 13, 8, 13, 10, 13, 10",4332,752,7012,4708,0
"1, 8, 13, 13, 13, 13, 13, 13, 13",4137,1118,6841,4696,0
"13, 13, 12, 8, 13, 12, 8, 8, 13",4414,555,7127,4691.5,0
"11, 12, 10, 10, 9, 11, 11, 11, 15",4490,397,7209,4688.5,0
"10, 9, 14, 11, 12, 11, 13, 10, 10",4393,588,7115,4687,0
"13, 12, 13, 11, 8, 7, 12, 13, 11",4395,565,7136,4677.5,0
"13, 13, 13, 13, 13, 13, 13, 9, 0",4178,994,6924,4675,0
"2, 12, 12, 13, 9, 13, 13, 13, 13",4166,1009,6921,4670.5,0
"10, 13, 10, 10, 13, 10, 10, 14, 10",4393,532,7171,4659,0
"13, 12, 13, 11, 12, 12, 9, 5, 13",4367,579,7150,4656.5,0
"13, 13, 13, 12, 12, 1, 12, 12, 12",4313,685,7098,4655.5,0
"12, 12, 13, 11, 4, 11, 11, 12, 14",4322,626,7148,4635,0
"13, 12, 13, 13, 1, 13, 12, 14, 9",4116,1028,6952,4630,0
"13, 12, 13, 12, 14, 10, 12, 14, 0",4255,744,7097,4627,0
"5, 13, 10, 13, 11, 12, 12, 12, 12",4297,642,7157,4618,0
"30, 30, 30, 9, 1, 0, 0, 0, 0",4435,362,7299,4616,0
"15, 12, 12, 12, 13, 12, 12, 0, 12",4345,522,7229,4606,0
"12, 11, 12, 11, 15, 11, 12, 5, 11",4378,450,7268,4603,0
"13, 10, 11, 8, 13, 9, 11, 13, 12",4344,462,7290,4575,0
"11, 13, 11, 13, 1, 13, 12, 14, 12",4057,1027,7012,4570.5,0
"12, 12, 12, 12, 12, 13, 12, 3, 12",4273,595,7228,4570.5,0
"11, 13, 13, 12, 5, 11, 11, 12, 12",4248,634,7214,4565,0
"8, 7, 3, 10, 5, 50, 15, 1, 1",4300,524,7272,4562,0
"12, 12, 12, 13, 11, 11, 12, 11, 6",4307,505,7284,4559.5,0
"11, 9, 13, 12, 11, 11, 9, 11, 13",4290,516,7290,4548,0
"14, 10, 10, 10, 14, 10, 12, 10, 10",4341,414,7341,4548,0
"10, 13, 13, 12, 3, 12, 13, 12, 12",4160,771,7165,4545.5,0
"13, 13, 9, 13, 0, 13, 13, 13, 13",3989,1105,7002,4541.5,0
"12, 12, 12, 12, 13, 11, 13, 12, 3",4230,593,7273,4526.5,0
"12, 13, 12, 12, 13, 12, 13, 11, 2",4197,656,7243,4525,0
"11, 10, 12, 10, 15, 10, 12, 10, 10",4337,374,7385,4524,0
"13, 13, 13, 13, 1, 13, 11, 13, 10",3982,1069,7045,4516.5,0
"8, 12, 12, 12, 12, 12, 12, 12, 8",4331,365,7400,4513.5,0
"11, 13, 11, 10, 10, 10, 13, 11, 11",4252,515,7329,4509.5,0
"6, 12, 12, 12, 11, 12, 12, 11, 12",4294,410,7392,4499,0
"11, 13, 11, 13, 1, 13, 12, 13, 13",3964,1068,7064,4498,0
"13, 12, 12, 13, 13, 13, 12, 12, 0",4104,762,7230,4485,0
"12, 13, 12, 13, 2, 13, 12, 12, 11",4053,845,7198,4475.5,0
"11, 13, 12, 10, 11, 12, 12, 10, 9",4244,441,7411,4464.5,0
"13, 13, 11, 10, 11, 11, 9, 11, 11",4233,455,7408,4460.5,0
"12, 9, 12, 12, 12, 10, 12, 9, 12",4282,346,7468,4455,0
"13, 12, 9, 12, 10, 12, 9, 12, 11",4279,347,7470,4452.5,0
"12, 12, 12, 12, 12, 12, 10, 10, 8",4266,348,7482,4440,0
"12, 13, 12, 13, 0, 12, 12, 14, 12",4019,829,7248,4433.5,0
"11, 10, 13, 11, 11, 11, 11, 11, 11",4209,438,7449,4428,0
"12, 12, 11, 11, 12, 12, 8, 10, 12",4252,346,7498,4425,0
"0, 12, 12, 12, 12, 13, 13, 13, 13",3970,904,7222,4422,0
"0, 12, 12, 12, 12, 13, 13, 13, 13",3970,904,7222,4422,0
"0, 12, 12, 12, 13, 13, 12, 12, 14",4053,734,7309,4420,0
"12, 12, 12, 12, 2, 13, 12, 12, 13",4052,732,7312,4418,0
"12, 10, 12, 10, 12, 10, 12, 10, 12",4243,349,7504,4417.5,0
"0, 13, 13, 13, 12, 13, 12, 12, 12",3958,917,7221,4416.5,0
"12, 12, 13, 12, 2, 13, 12, 12, 12",4055,722,7319,4416,0
"12, 13, 12, 13, 2, 12, 12, 12, 12",4052,718,7326,4411,0
"10, 11, 12, 11, 12, 10, 12, 10, 12",4222,363,7511,4403.5,0
"10, 12, 10, 12, 12, 12, 10, 12, 10",4228,336,7532,4396,0
"12, 13, 12, 12, 2, 12, 12, 13, 12",4048,695,7353,4395.5,0
"11, 10, 11, 12, 10, 12, 11, 11, 12",4214,350,7532,4389,0
"13, 12, 12, 12, 2, 13, 12, 12, 12",4039,686,7371,4382,0
"10, 11, 12, 11, 11, 11, 12, 11, 11",4193,373,7530,4379.5,0
"12, 10, 11, 11, 12, 11, 11, 10, 12",4202,354,7540,4379,0
"10, 11, 11, 12, 12, 12, 10, 11, 11",4201,355,7540,4378.5,0
"0, 12, 12, 12, 13, 13, 13, 13, 12",3967,822,7307,4378,0
"12, 13, 12, 13, 0, 13, 12, 13, 12",3916,917,7263,4374.5,0
"12, 13, 12, 13, 0, 13, 12, 13, 12",3916,917,7263,4374.5,0
"12, 13, 12, 13, 0, 12, 13, 12, 13",3935,872,7289,4371,0
"11, 11, 11, 11, 12, 12, 11, 11, 10",4192,351,7553,4367.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",4175,377,7544,4363.5,0
"11, 11, 11, 11, 11, 11, 12, 11, 11",4175,377,7544,4363.5,0
"11, 11, 12, 11, 11, 11, 11, 11, 11",4175,373,7548,4361.5,0
"11, 11, 12, 11, 11, 11, 11, 11, 11",4175,373,7548,4361.5,0
"11, 11, 11, 11, 11, 11, 11, 11, 12",4175,370,7551,4360,0
"11, 11, 11, 11, 11, 11, 11, 11, 12",4175,370,7551,4360,0
"11, 11, 11, 11, 11, 11, 11, 11, 12",4175,370,7551,4360,0
"11, 11, 11, 12, 11, 11, 11, 11, 11",4170,377,7549,4358.5,0
"11, 11, 11, 12, 11, 11, 11, 11, 11",4170,377,7549,4358.5,0
"11, 11, 11, 11, 11, 11, 11, 12, 11",4174,369,7553,4358.5,0
"11, 11, 11, 12, 11, 11, 11, 11, 11",4170,377,7549,4358.5,0
"11, 11, 11, 12, 11, 11, 11, 11, 11",4170,377,7549,4358.5,0
"11, 11, 11, 11, 12, 11, 11, 11, 11",4174,368,7554,4358,0
"11, 11, 11, 11, 12, 11, 11, 11, 11",4174,368,7554,4358,0
"11, 11, 11, 11, 12, 11, 11, 11, 11",4174,368,7554,4358,0
"11, 11, 11, 11, 12, 11, 11, 11, 11",4174,368,7554,4358,0
"11, 11, 11, 11, 12, 11, 11, 11, 11",4174,368,7554,4358,0
"11, 11, 11, 11, 12, 11, 11, 11, 11",4174,368,7554,4358,0
"11, 11, 11, 11, 12, 11, 11, 11, 11",4174,368,7554,4358,0
"11, 11, 11, 11, 12, 11, 11, 11, 11",4174,368,7554,4358,0
"11, 11, 11, 11, 12, 11, 11, 11, 11",4174,368,7554,4358,0
"12, 11, 11, 11, 11, 11, 11, 11, 11",4175,357,7564,4353.5,0
"12, 11, 11, 11, 11, 11, 11, 11, 11",4175,357,7564,4353.5,0
"11, 12, 11, 11, 11, 11, 11, 11, 11",4171,362,7563,4352,0
"10, 5, 10, 5, 40, 5, 10, 5, 10",4224,238,7634,4343,0
"0, 0, 0, 34, 33, 33, 0, 0, 0",4026,330,7740,4191,0
"5, 10, 5, 5, 50, 5, 5, 10, 5",4040,274,7782,4177,0
"0, 0, 0, 78, 0, 12, 0, 10, 0",2087,437,9572,2305.5,0
